Hand,Fold,Call,Raise6,Allin50
Q9o,0,-0.42,-0.08,-2.31
Q9s,0,-0.1,-0.03,-1.43
QJo,0,-0.27,-0.04,-1.69
QJs,0,0.01,0.01,-0.87
QQ,0,4.61,4.8,2.93
QTo,0,-0.29,-0.05,-2.09
QTs,0,0,0,-1.22
T2o,0,-0.72,-0.24,-3.8
T2s,0,-0.44,-0.2,-2.85
T3o,0,-0.69,-0.24,-3.7
T3s,0,-0.4,-0.2,-2.75
T4o,0,-0.67,-0.23,-3.61
T4s,0,-0.38,-0.19,-2.68
T5o,0,-0.66,-0.24,-3.64
T5s,0,-0.37,-0.2,-2.7
T6o,0,-0.57,-0.23,-3.31
T6s,0,-0.27,-0.18,-2.4
T7o,0,-0.48,-0.22,-3.02
T7s,0,-0.18,-0.18,-2.12
T8o,0,-0.39,-0.2,-2.83
T8s,0,-0.08,-0.11,-1.94
T9o,0,-0.31,-0.17,-2.68
T9s,0,0,0,-1.78
TT,0,1.16,1.16,-0.17
