Hand,Fold,Call,Raise11,Allin75
22,0,0.1,-0.04,-1.64
32o,0,-0.48,-0.83,-4.02
32s,0,-0.27,-0.45,-2.88
33,0,0.05,-0.03,-1.5
42o,0,-0.45,-0.78,-3.94
42s,0,-0.23,-0.39,-2.8
43o,0,-0.38,-0.6,-3.46
43s,0,-0.14,-0.22,-2.35
44,0,0.08,0.05,-1.41
52o,0,-0.43,-0.78,-3.87
52s,0,-0.2,-0.38,-2.73
53o,0,-0.31,-0.57,-3.39
53s,0,-0.07,-0.18,-2.29
54o,0,-0.26,-0.42,-2.94
54s,0,0,-0.01,-1.88
55,0,0.09,0.04,-1.34
62o,0,-0.54,-0.89,-4.33
62s,0,-0.31,-0.5,-3.18
63o,0,-0.41,-0.7,-3.85
63s,0,-0.16,-0.31,-2.73
64o,0,-0.31,-0.52,-3.41
64s,0,-0.05,-0.12,-2.3
65o,0,-0.27,-0.42,-2.98
65s,0,0,-0.01,-1.9
66,0,0.17,0.17,-1.35
72o,0,-0.65,-1.06,-4.78
72s,0,-0.43,-0.67,-3.6
73o,0,-0.55,-0.87,-4.3
73s,0,-0.31,-0.46,-3.16
74o,0,-0.43,-0.68,-3.86
74s,0,-0.18,-0.29,-2.73
75o,0,-0.34,-0.55,-3.45
75s,0,-0.07,-0.14,-2.33
76o,0,-0.28,-0.43,-3.13
76s,0,0,-0.03,-2.05
77,0,0.25,0.25,-1.41
82o,0,-0.65,-1.01,-4.81
82s,0,-0.4,-0.61,-3.63
83o,0,-0.64,-1,-4.82
83s,0,-0.39,-0.6,-3.63
84o,0,-0.58,-0.83,-4.38
84s,0,-0.32,-0.43,-3.2
85o,0,-0.45,-0.7,-3.96
85s,0,-0.16,-0.29,-2.81
86o,0,-0.31,-0.54,-3.62
86s,0,-0.02,-0.14,-2.5
87o,0,-0.29,-0.48,-3.41
87s,0,0,-0.08,-2.3
88,0,0.34,0.34,-1.57
92o,0,-0.65,-1.03,-4.8
92s,0,-0.39,-0.63,-3.6
93o,0,-0.64,-0.98,-4.69
93s,0,-0.38,-0.58,-3.5
94o,0,-0.65,-0.98,-4.71
94s,0,-0.39,-0.59,-3.52
95o,0,-0.56,-0.86,-4.31
95s,0,-0.3,-0.47,-3.14
96o,0,-0.42,-0.69,-3.95
96s,0,-0.14,-0.29,-2.81
97o,0,-0.31,-0.59,-3.73
97s,0,-0.03,-0.19,-2.6
98o,0,-0.3,-0.51,-3.72
98s,0,0,-0.09,-2.56
99,0,0.46,0.46,-1.37
A2o,0,-0.52,-0.61,-1.85
A2s,0,-0.02,-0.05,-0.78
A3o,0,-0.5,-0.56,-1.74
A3s,0,0,-0.01,-0.67
A4o,0,-0.49,-0.54,-1.66
A4s,0,0.01,0.01,-0.6
A5o,0,-0.47,-0.53,-1.6
A5s,0,0.04,0.04,-0.53
A6o,0,-0.53,-0.62,-2.08
