Hand,Fold,Call,Raise13,Allin100
AJs,0,0.47,0.47,-0.36
AKo,0,1.58,1.9,1.26
AKs,0,2.17,3.23,2.3
AQo,0,0.4,0.4,-0.31
AQs,0,1.02,1.11,0.84
ATo,0,-0.36,-0.38,-3.39
ATs,0,0.07,0.07,-1.98
J2o,0,-0.64,-0.64,-5.93
J2s,0,-0.34,-0.32,-4.61
J3o,0,-0.63,-0.61,-5.79
J3s,0,-0.33,-0.29,-4.5
J4o,0,-0.63,-0.59,-5.72
J4s,0,-0.33,-0.27,-4.42
J5o,0,-0.62,-0.57,-5.69
J5s,0,-0.3,-0.25,-4.39
J6o,0,-0.57,-0.53,-5.81
J6s,0,-0.26,-0.21,-4.5
J7o,0,-0.52,-0.47,-5.5
J7s,0,-0.2,-0.16,-4.22
J8o,0,-0.44,-0.42,-5.25
J8s,0,-0.11,-0.1,-3.97
J9o,0,-0.34,-0.34,-5.08
J9s,0,0,-0.01,-3.77
JJ,0,2.08,2.1,-0.55
JTo,0,-0.25,-0.28,-4.98
JTs,0,0.07,0.07,-3.65
K2o,0,-0.51,-0.5,-4.12
K2s,0,-0.14,-0.16,-2.8
K3o,0,-0.51,-0.47,-3.99
K3s,0,-0.13,-0.13,-2.67
K4o,0,-0.5,-0.46,-3.89
K4s,0,-0.12,-0.12,-2.58
K5o,0,-0.47,-0.43,-3.83
K5s,0,-0.09,-0.08,-2.48
K6o,0,-0.42,-0.36,-3.88
K6s,0,-0.03,-0.01,-2.54
K7o,0,-0.43,-0.4,-3.93
K7s,0,-0.04,-0.04,-2.58
K8o,0,-0.45,-0.44,-4.04
K8s,0,-0.06,-0.08,-2.67
K9o,0,-0.39,-0.39,-3.93
K9s,0,0,-0.02,-2.54
KJo,0,-0.05,0,-1.95
KJs,0,0.3,0.31,-0.83
KK,0,6.66,13.13,10.85
KQo,0,0.06,0.06,-0.81
KQs,0,0.37,0.37,0.3
KTo,0,-0.29,-0.29,-3.79
KTs,0,0.06,0.06,-2.4
Q2o,0,-0.59,-0.65,-5.08
Q2s,0,-0.27,-0.32,-3.75
Q3o,0,-0.57,-0.62,-4.95
Q3s,0,-0.25,-0.29,-3.61
Q4o,0,-0.57,-0.6,-4.85
Q4s,0,-0.25,-0.27,-3.52
Q5o,0,-0.55,-0.57,-4.8
Q5s,0,-0.22,-0.24,-3.47
Q6o,0,-0.52,-0.53,-4.85
Q6s,0,-0.18,-0.21,-3.52
Q7o,0,-0.53,-0.56,-4.97
Q7s,0,-0.2,-0.23,-3.63
Q8o,0,-0.51,-0.55,-4.73
Q8s,0,-0.17,-0.21,-3.37
Q9o,0,-0.42,-0.5,-4.56
Q9s,0,-0.07,-0.16,-3.23
QJo,0,-0.12,-0.12,-2.53
QJs,0,0.22,0.22,-1.44
QQ,0,4.25,7.45,6.29
QTo,0,-0.32,-0.38,-4.46
QTs,0,0,-0.03,-3.1
T2o,0,-0.7,-0.91,-8.14
T2s,0,-0.44,-0.59,-6.63
T3o,0,-0.69,-0.88,-7.98
T3s,0,-0.42,-0.56,-6.49
T4o,0,-0.7,-0.87,-7.89
T4s,0,-0.42,-0.55,-6.39
T5o,0,-0.7,-0.88,-7.99
T5s,0,-0.42,-0.55,-6.49
T6o,0,-0.61,-0.75,-7.54
T6s,0,-0.31,-0.43,-6.06
T7o,0,-0.48,-0.67,-7.29
T7s,0,-0.19,-0.35,-5.8
T8o,0,-0.39,-0.63,-7.12
T8s,0,-0.08,-0.3,-5.64
T9o,0,-0.33,-0.55,-7.06
T9s,0,0,-0.17,-5.58
TT,0,0.52,0.52,-5.25
